STATUS | wrapper  | 2023/03/08 09:56:45 | --> Wrapper Started as Console
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at java.base/sun.nio.ch.Net.pollConnectNow(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at java.base/sun.nio.ch.NioSocketImpl.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at java.base/java.net.SocksSocketImpl.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at java.base/java.net.Socket.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at org.apache.http.conn.ssl.SSLConnectionSocketFactory.connectSocket(SSLConnectionSocketFactory.java:368)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:142)
INFO   | jvm 2    | 2023/03/08 09:56:53 | 	... 31 common frames omitted
INFO   | jvm 2    | 2023/03/08 09:57:53 | 2023-03-08 09:57:53,028 ERROR [WrapperJarAppMain] ServerBinaryDownloader:88 - Couldn't update admin/agent-launcher.jar. Sleeping for 1m. Error: 
INFO   | jvm 2    | 2023/03/08 09:57:53 | org.apache.http.conn.HttpHostConnectException: Connect to gocd-server:8154 [gocd-server/172.18.0.3] failed: Connection refused
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:156)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.conn.PoolingHttpClientConnectionManager.connect(PoolingHttpClientConnectionManager.java:376)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.execchain.MainClientExec.establishRoute(MainClientExec.java:393)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.execchain.MainClientExec.execute(MainClientExec.java:236)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.execchain.ProtocolExec.execute(ProtocolExec.java:186)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.execchain.RetryExec.execute(RetryExec.java:89)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.execchain.RedirectExec.execute(RedirectExec.java:110)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.client.InternalHttpClient.doExecute(InternalHttpClient.java:185)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:83)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:108)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.launcher.ServerBinaryDownloader.fetchUpdateCheckHeaders(ServerBinaryDownloader.java:104)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.launcher.ServerBinaryDownloader.downloadIfNecessary(ServerBinaryDownloader.java:80)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.launcher.AgentLauncherImpl.doLaunch(AgentLauncherImpl.java:86)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.launcher.AgentLauncherImpl.lambda$launch$0(AgentLauncherImpl.java:68)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.logging.LogConfigurator.runWithLogger(LogConfigurator.java:62)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.launcher.AgentLauncherImpl.launch(AgentLauncherImpl.java:68)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.bootstrapper.AgentBootstrapper.go(AgentBootstrapper.java:76)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.bootstrapper.AgentBootstrapper.lambda$main$0(AgentBootstrapper.java:57)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.logging.LogConfigurator.runWithLogger(LogConfigurator.java:53)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.go.agent.bootstrapper.AgentBootstrapper.main(AgentBootstrapper.java:57)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.gocd.Boot.run(Boot.java:90)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at com.thoughtworks.gocd.Boot.main(Boot.java:56)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.tanukisoftware.wrapper.WrapperJarApp.run(WrapperJarApp.java:451)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | Caused by: java.net.ConnectException: Connection refused
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/sun.nio.ch.Net.pollConnectNow(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/sun.nio.ch.NioSocketImpl.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/java.net.SocksSocketImpl.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at java.base/java.net.Socket.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.conn.ssl.SSLConnectionSocketFactory.connectSocket(SSLConnectionSocketFactory.java:368)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:142)
INFO   | jvm 2    | 2023/03/08 09:57:53 | 	... 31 common frames omitted
INFO   | jvm 2    | 2023/03/08 09:58:53 | 2023-03-08 09:58:53,033 ERROR [WrapperJarAppMain] ServerBinaryDownloader:88 - Couldn't update admin/agent-launcher.jar. Sleeping for 1m. Error: 
INFO   | jvm 2    | 2023/03/08 09:58:53 | org.apache.http.conn.HttpHostConnectException: Connect to gocd-server:8154 [gocd-server/172.18.0.3] failed: Connection refused
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:156)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.conn.PoolingHttpClientConnectionManager.connect(PoolingHttpClientConnectionManager.java:376)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.execchain.MainClientExec.establishRoute(MainClientExec.java:393)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.execchain.MainClientExec.execute(MainClientExec.java:236)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.execchain.ProtocolExec.execute(ProtocolExec.java:186)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.execchain.RetryExec.execute(RetryExec.java:89)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.execchain.RedirectExec.execute(RedirectExec.java:110)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.client.InternalHttpClient.doExecute(InternalHttpClient.java:185)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:83)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:108)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.launcher.ServerBinaryDownloader.fetchUpdateCheckHeaders(ServerBinaryDownloader.java:104)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.launcher.ServerBinaryDownloader.downloadIfNecessary(ServerBinaryDownloader.java:80)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.launcher.AgentLauncherImpl.doLaunch(AgentLauncherImpl.java:86)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.launcher.AgentLauncherImpl.lambda$launch$0(AgentLauncherImpl.java:68)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.logging.LogConfigurator.runWithLogger(LogConfigurator.java:62)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.launcher.AgentLauncherImpl.launch(AgentLauncherImpl.java:68)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.bootstrapper.AgentBootstrapper.go(AgentBootstrapper.java:76)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.bootstrapper.AgentBootstrapper.lambda$main$0(AgentBootstrapper.java:57)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.logging.LogConfigurator.runWithLogger(LogConfigurator.java:53)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.go.agent.bootstrapper.AgentBootstrapper.main(AgentBootstrapper.java:57)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.gocd.Boot.run(Boot.java:90)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at com.thoughtworks.gocd.Boot.main(Boot.java:56)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.tanukisoftware.wrapper.WrapperJarApp.run(WrapperJarApp.java:451)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/java.lang.Thread.run(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | Caused by: java.net.ConnectException: Connection refused
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/sun.nio.ch.Net.pollConnectNow(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/sun.nio.ch.NioSocketImpl.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/java.net.SocksSocketImpl.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at java.base/java.net.Socket.connect(Unknown Source)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.conn.ssl.SSLConnectionSocketFactory.connectSocket(SSLConnectionSocketFactory.java:368)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:142)
INFO   | jvm 2    | 2023/03/08 09:58:53 | 	... 31 common frames omitted
STATUS | wrapper  | 2023/03/08 09:59:37 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2023/03/08 09:59:38 | <-- Wrapper Stopped
STATUS | wrapper  | 2023/03/08 09:59:39 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/03/08 09:59:39 | Java Service Wrapper Standard Edition 64-bit 3.5.50
STATUS | wrapper  | 2023/03/08 09:59:39 |   Copyright (C) 1999-2022 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2023/03/08 09:59:39 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2023/03/08 09:59:39 |   Licensed to ThoughtWorks for GoCD Agent
STATUS | wrapper  | 2023/03/08 09:59:39 | 
STATUS | wrapper  | 2023/03/08 09:59:39 | Launching a JVM...
ERROR  | wrapper  | 2023/03/08 09:59:39 | Failed to set JVM input handle to non blocking mode: Bad file descriptor (9)
ERROR  | wrapper  | 2023/03/08 09:59:39 | Failed to set JVM input handle to close on JVM exit: Bad file descriptor (9)
ERROR  | wrapper  | 2023/03/08 09:59:39 | JVM exited while loading the application.
ERROR  | wrapper  | 2023/03/08 09:59:39 | Unable to set JVM's stdin: Bad file descriptor
INFO   | jvm 1    | 2023/03/08 09:59:39 | wrapper  | --> Wrapper Started as Console
INFO   | jvm 1    | 2023/03/08 09:59:39 | ]0;go-agentwrapper  | Java Service Wrapper Standard Edition 64-bit 3.5.50
INFO   | jvm 1    | 2023/03/08 09:59:39 | wrapper  |   Copyright (C) 1999-2022 Tanuki Software, Ltd. All Rights Reserved.
INFO   | jvm 1    | 2023/03/08 09:59:39 | wrapper  |     http://wrapper.tanukisoftware.com
INFO   | jvm 1    | 2023/03/08 09:59:39 | wrapper  |   Licensed to ThoughtWorks for GoCD Agent
INFO   | jvm 1    | 2023/03/08 09:59:39 | wrapper  | 
INFO   | jvm 1    | 2023/03/08 09:59:39 | wrapper  | Launching a JVM...
STATUS | wrapper  | 2023/03/08 09:59:44 | Launching a JVM...
INFO   | jvm 2    | 2023/03/08 09:59:44 | WrapperManager: Initializing...
INFO   | jvm 2    | 2023/03/08 09:59:45 | [Wed Mar 08 09:59:45 GMT 2023] Starting process: 
INFO   | jvm 2    | 2023/03/08 09:59:45 | [Wed Mar 08 09:59:45 GMT 2023]   Working directory    : /go
INFO   | jvm 2    | 2023/03/08 09:59:45 | [Wed Mar 08 09:59:45 GMT 2023]   Application arguments: [-serverUrl, http://localhost:8153/go]
INFO   | jvm 2    | 2023/03/08 09:59:45 | [Wed Mar 08 09:59:45 GMT 2023]            GoCD Version: 22.3.0-15301
INFO   | jvm 2    | 2023/03/08 09:59:45 | [Wed Mar 08 09:59:45 GMT 2023]            Java Version: 17.0.5
INFO   | jvm 2    | 2023/03/08 09:59:45 | [Wed Mar 08 09:59:45 GMT 2023]        Operating System: Linux(5.15.90.1-microsoft-standard-WSL2)
INFO   | jvm 2    | 2023/03/08 09:59:45 | Could not find file `config/agent-bootstrapper-logback.xml'. Attempting to load from classpath.
INFO   | jvm 2    | 2023/03/08 09:59:45 | Using classpath resource `jar:onejar:lib/agent-bootstrapper-22.3.0-15301-classes.jar!/config/agent-bootstrapper-logback.xml'.
INFO   | jvm 2    | 2023/03/08 09:59:45 | 2023-03-08 09:59:45,425 INFO  [WrapperJarAppMain] DefaultAgentLauncherCreatorImpl:67 - Attempting to load com.thoughtworks.go.agent.launcher.AgentLauncherImpl as specified by manifest key Go-Agent-Launcher-Class
INFO   | jvm 2    | 2023/03/08 09:59:45 | 2023-03-08 09:59:45,446 INFO  [WrapperJarAppMain] ParentClassAccessFilteringClassloader:43 - Loading com.thoughtworks.cruise.agent.common.launcher.AgentLauncher using java.net.URLClassLoader
INFO   | jvm 2    | 2023/03/08 09:59:45 | SLF4J: Class path contains multiple SLF4J bindings.
